timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-12-30 00:00:00,40.98,53.33,95.9,99.939,0.019,1195.0
2021-12-30 01:00:00,44.07,57.24,94.2,99.922,0.012,1106.0
2021-12-30 02:00:00,39.65,51.06,111.8,99.95,0.05,978.0
2021-12-30 03:00:00,41.21,57.04,119.5,99.939,0.013,895.0
2021-12-30 04:00:00,36.83,57.94,148.1,99.916,0.032,1134.0
2021-12-30 05:00:00,41.4,57.79,128.4,99.953,0.011,897.0
2021-12-30 06:00:00,33.71,54.09,134.9,99.945,0.037,1058.0
2021-12-30 07:00:00,39.04,53.88,81.4,99.901,0.029,959.0
2021-12-30 08:00:00,37.57,52.47,80.5,99.91,0.013,874.0
2021-12-30 09:00:00,85.17,53.98,2570.5,94.852,5.349,1124.0
2021-12-30 10:00:00,86.38,52.67,2494.7,94.213,7.984,1185.0
2021-12-30 11:00:00,90.05,56.7,1884.9,97.598,4.782,960.0
2021-12-30 12:00:00,95.63,57.19,2247.5,94.094,5.826,1012.0
2021-12-30 13:00:00,41.35,50.31,108.3,99.949,0.017,1119.0
2021-12-30 14:00:00,33.29,59.92,88.7,99.988,0.024,862.0
2021-12-30 15:00:00,44.48,56.99,143.0,99.976,0.048,1128.0
2021-12-30 16:00:00,40.54,54.88,121.6,99.977,0.032,1079.0
2021-12-30 17:00:00,30.54,50.63,143.5,99.972,0.014,1018.0
2021-12-30 18:00:00,40.12,54.68,89.2,99.936,0.045,957.0
2021-12-30 19:00:00,41.5,50.44,128.2,99.948,0.03,1113.0
2021-12-30 20:00:00,34.17,58.25,80.5,99.977,0.049,964.0
2021-12-30 21:00:00,34.58,51.22,99.4,99.906,0.031,842.0
2021-12-30 22:00:00,33.22,56.69,139.4,99.996,0.01,898.0
2021-12-30 23:00:00,37.37,54.44,108.2,99.968,0.023,907.0
