timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-10-22 00:00:00,39.43,55.92,91.4,99.977,0.039,969.0
2021-10-22 01:00:00,33.8,58.32,117.7,99.989,0.035,1020.0
2021-10-22 02:00:00,31.79,54.71,89.5,99.917,0.046,1137.0
2021-10-22 03:00:00,30.07,50.73,111.0,99.986,0.028,1162.0
2021-10-22 04:00:00,44.05,57.31,147.7,99.924,0.043,1070.0
2021-10-22 05:00:00,33.21,53.57,97.3,99.994,0.023,907.0
2021-10-22 06:00:00,32.75,50.56,137.1,99.94,0.033,933.0
2021-10-22 07:00:00,36.5,52.26,90.7,99.938,0.018,976.0
2021-10-22 08:00:00,40.21,56.83,81.8,99.983,0.012,811.0
2021-10-22 09:00:00,36.96,58.31,80.9,99.987,0.047,1130.0
2021-10-22 10:00:00,43.87,52.43,94.8,99.971,0.031,883.0
2021-10-22 11:00:00,36.52,54.46,102.7,99.951,0.027,1059.0
2021-10-22 12:00:00,38.81,58.6,120.2,99.946,0.042,869.0
2021-10-22 13:00:00,34.36,51.15,94.7,99.941,0.013,1109.0
2021-10-22 14:00:00,38.07,59.99,83.8,99.949,0.024,1032.0
2021-10-22 15:00:00,44.49,55.41,106.2,99.938,0.038,1131.0
2021-10-22 16:00:00,34.66,54.92,116.9,99.99,0.021,1063.0
2021-10-22 17:00:00,36.42,57.02,111.5,99.956,0.037,1053.0
2021-10-22 18:00:00,41.82,51.52,90.3,99.961,0.018,1122.0
2021-10-22 19:00:00,39.7,52.14,93.8,99.968,0.038,888.0
2021-10-22 20:00:00,41.66,54.25,128.1,99.971,0.014,872.0
2021-10-22 21:00:00,40.32,59.96,100.0,99.952,0.012,1125.0
2021-10-22 22:00:00,38.57,52.93,107.6,99.926,0.033,1049.0
2021-10-22 23:00:00,38.96,53.11,128.3,99.954,0.028,875.0
