timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-02-11 00:00:00,38.28,56.94,117.0,99.977,0.048,901.0
2021-02-11 01:00:00,44.69,53.35,96.8,99.91,0.015,960.0
2021-02-11 02:00:00,38.94,51.99,124.9,99.931,0.023,1146.0
2021-02-11 03:00:00,38.44,53.44,106.9,99.915,0.046,954.0
2021-02-11 04:00:00,32.68,53.61,135.0,99.962,0.035,1185.0
2021-02-11 05:00:00,42.09,55.19,149.2,99.946,0.047,1075.0
2021-02-11 06:00:00,36.2,53.36,113.9,99.918,0.028,858.0
2021-02-11 07:00:00,30.86,54.1,109.3,99.989,0.01,1144.0
2021-02-11 08:00:00,43.1,51.77,94.2,99.953,0.013,1052.0
2021-02-11 09:00:00,30.66,58.56,107.8,99.932,0.025,1154.0
2021-02-11 10:00:00,30.3,59.99,80.2,99.91,0.043,1033.0
2021-02-11 11:00:00,38.97,56.31,144.4,99.993,0.015,846.0
2021-02-11 12:00:00,33.42,58.96,107.0,99.935,0.024,1014.0
2021-02-11 13:00:00,31.68,55.62,117.0,99.942,0.042,1024.0
2021-02-11 14:00:00,30.03,54.47,123.4,99.992,0.037,833.0
2021-02-11 15:00:00,94.59,56.65,2507.8,97.74,4.924,1023.0
2021-02-11 16:00:00,95.39,53.81,2652.4,97.828,7.677,1079.0
2021-02-11 17:00:00,90.84,51.93,2450.2,96.701,9.396,869.0
2021-02-11 18:00:00,94.45,51.21,2511.5,95.534,4.611,1152.0
2021-02-11 19:00:00,87.77,55.85,2804.3,94.197,8.397,1183.0
2021-02-11 20:00:00,89.52,56.96,2419.1,95.549,7.267,842.0
2021-02-11 21:00:00,35.89,58.07,109.4,99.979,0.045,1065.0
2021-02-11 22:00:00,33.21,50.4,99.9,99.987,0.017,970.0
2021-02-11 23:00:00,36.43,50.41,80.5,99.956,0.043,899.0
