timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-06-08 00:00:00,34.06,53.34,121.2,99.928,0.023,1027.0
2021-06-08 01:00:00,41.94,52.07,110.9,99.984,0.033,1194.0
2021-06-08 02:00:00,31.27,55.75,131.0,99.963,0.047,1162.0
2021-06-08 03:00:00,30.13,52.89,89.1,99.96,0.04,986.0
2021-06-08 04:00:00,44.61,55.75,124.2,99.982,0.045,1119.0
2021-06-08 05:00:00,33.54,56.64,115.1,99.946,0.029,1150.0
2021-06-08 06:00:00,37.02,51.35,149.0,99.965,0.031,965.0
2021-06-08 07:00:00,36.11,58.63,136.2,99.966,0.036,1010.0
2021-06-08 08:00:00,30.78,51.51,142.7,99.959,0.023,926.0
2021-06-08 09:00:00,34.34,50.8,90.6,99.933,0.042,1090.0
2021-06-08 10:00:00,32.81,53.96,123.0,99.901,0.018,1057.0
2021-06-08 11:00:00,87.18,59.94,2817.0,94.469,9.513,1007.0
2021-06-08 12:00:00,85.13,54.05,2576.7,97.558,9.951,952.0
2021-06-08 13:00:00,90.64,53.59,2512.5,97.974,4.878,1078.0
2021-06-08 14:00:00,89.32,51.68,2825.5,94.251,9.44,1079.0
2021-06-08 15:00:00,31.76,52.41,90.7,99.906,0.021,1067.0
2021-06-08 16:00:00,33.13,59.25,137.2,99.913,0.032,1188.0
2021-06-08 17:00:00,33.68,58.1,88.5,99.908,0.027,1176.0
2021-06-08 18:00:00,42.2,54.27,140.6,99.949,0.018,895.0
2021-06-08 19:00:00,40.53,59.35,89.0,99.983,0.012,821.0
2021-06-08 20:00:00,38.46,54.04,128.4,99.931,0.028,819.0
2021-06-08 21:00:00,43.69,56.26,113.8,99.988,0.019,858.0
2021-06-08 22:00:00,43.77,54.34,120.9,99.93,0.033,1178.0
2021-06-08 23:00:00,43.98,57.43,134.6,99.946,0.022,1010.0
