timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-08-19 00:00:00,41.91,55.63,98.3,99.955,0.014,1154.0
2021-08-19 01:00:00,39.27,56.74,98.0,99.949,0.05,1011.0
2021-08-19 02:00:00,38.69,50.35,111.7,99.927,0.031,810.0
2021-08-19 03:00:00,32.0,58.88,120.6,99.927,0.011,1142.0
2021-08-19 04:00:00,33.19,57.69,120.6,99.902,0.013,816.0
2021-08-19 05:00:00,30.78,55.06,94.0,99.977,0.032,1149.0
2021-08-19 06:00:00,37.96,50.13,119.4,99.931,0.038,1040.0
2021-08-19 07:00:00,35.97,54.96,139.3,99.938,0.037,1036.0
2021-08-19 08:00:00,36.34,59.15,90.4,99.924,0.021,801.0
2021-08-19 09:00:00,42.93,52.04,96.3,99.918,0.045,856.0
2021-08-19 10:00:00,33.83,58.49,129.5,99.969,0.034,960.0
2021-08-19 11:00:00,44.34,58.12,117.2,99.993,0.016,945.0
2021-08-19 12:00:00,35.88,56.67,148.1,99.947,0.019,1086.0
2021-08-19 13:00:00,30.64,57.67,134.4,99.942,0.028,1098.0
2021-08-19 14:00:00,40.48,57.36,117.0,99.972,0.036,967.0
2021-08-19 15:00:00,44.64,56.53,133.7,99.956,0.034,1087.0
2021-08-19 16:00:00,91.85,58.33,1512.6,94.66,4.644,1157.0
2021-08-19 17:00:00,94.81,57.03,2349.5,94.705,8.045,987.0
2021-08-19 18:00:00,93.29,50.15,2726.3,96.956,4.157,1024.0
2021-08-19 19:00:00,31.63,54.59,134.1,99.946,0.018,1112.0
2021-08-19 20:00:00,43.4,53.94,124.5,99.959,0.015,834.0
2021-08-19 21:00:00,36.24,52.98,100.1,99.92,0.018,851.0
2021-08-19 22:00:00,43.28,58.07,128.0,99.903,0.024,815.0
2021-08-19 23:00:00,30.45,58.12,138.2,99.999,0.025,1054.0
