timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-10-07 00:00:00,30.68,59.47,132.3,99.949,0.013,1045.0
2021-10-07 01:00:00,38.42,57.18,130.7,99.963,0.049,951.0
2021-10-07 02:00:00,32.99,54.24,148.9,99.957,0.036,1154.0
2021-10-07 03:00:00,33.26,59.81,141.5,99.908,0.019,814.0
2021-10-07 04:00:00,37.48,53.59,107.7,99.932,0.043,1184.0
2021-10-07 05:00:00,32.12,50.84,93.3,99.922,0.04,977.0
2021-10-07 06:00:00,42.46,54.86,102.4,99.974,0.02,901.0
2021-10-07 07:00:00,33.91,50.56,93.8,99.967,0.04,1025.0
2021-10-07 08:00:00,37.98,51.84,88.6,99.931,0.038,1091.0
2021-10-07 09:00:00,39.6,54.73,83.5,99.989,0.024,1141.0
2021-10-07 10:00:00,36.83,58.69,115.8,99.982,0.011,881.0
2021-10-07 11:00:00,43.68,52.31,146.9,99.959,0.043,976.0
2021-10-07 12:00:00,37.51,59.02,133.6,99.994,0.034,957.0
2021-10-07 13:00:00,31.66,52.86,99.7,99.958,0.033,1067.0
2021-10-07 14:00:00,34.91,59.56,140.8,99.981,0.031,902.0
2021-10-07 15:00:00,31.1,50.22,132.7,99.97,0.042,1153.0
2021-10-07 16:00:00,41.22,58.54,102.8,99.993,0.048,1178.0
2021-10-07 17:00:00,41.6,50.09,134.8,99.932,0.032,904.0
2021-10-07 18:00:00,31.96,59.25,81.9,99.947,0.033,933.0
2021-10-07 19:00:00,30.71,59.05,117.0,99.976,0.039,1157.0
2021-10-07 20:00:00,35.01,54.71,111.7,99.992,0.04,969.0
2021-10-07 21:00:00,31.23,56.21,128.8,99.95,0.047,878.0
2021-10-07 22:00:00,41.16,57.73,88.2,99.975,0.012,996.0
2021-10-07 23:00:00,36.87,59.17,104.4,99.91,0.016,1041.0
