timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-11-29 00:00:00,44.24,50.75,148.8,99.98,0.038,1160.0
2021-11-29 01:00:00,44.85,57.83,87.4,99.987,0.05,1008.0
2021-11-29 02:00:00,39.38,56.04,139.0,99.985,0.013,973.0
2021-11-29 03:00:00,35.4,56.58,105.9,99.931,0.031,1114.0
2021-11-29 04:00:00,32.07,58.51,95.4,99.907,0.028,1019.0
2021-11-29 05:00:00,41.5,55.27,100.9,99.982,0.018,863.0
2021-11-29 06:00:00,39.3,51.62,110.6,99.951,0.045,1104.0
2021-11-29 07:00:00,36.96,50.57,147.0,99.923,0.014,929.0
2021-11-29 08:00:00,32.0,57.38,146.0,99.965,0.012,864.0
2021-11-29 09:00:00,32.04,59.52,82.3,99.968,0.034,844.0
2021-11-29 10:00:00,44.91,58.5,133.7,99.981,0.016,1111.0
2021-11-29 11:00:00,37.06,56.86,132.5,99.97,0.019,944.0
2021-11-29 12:00:00,37.13,55.67,103.3,99.912,0.029,822.0
2021-11-29 13:00:00,39.61,57.38,87.9,99.991,0.042,976.0
2021-11-29 14:00:00,40.22,57.97,108.0,99.908,0.042,1160.0
2021-11-29 15:00:00,34.2,53.44,123.9,99.978,0.041,1065.0
2021-11-29 16:00:00,89.0,52.2,2817.7,97.994,5.901,807.0
2021-11-29 17:00:00,86.23,50.6,2874.2,96.612,4.503,992.0
2021-11-29 18:00:00,86.82,54.07,1665.6,96.574,4.772,983.0
2021-11-29 19:00:00,86.45,53.13,2863.3,97.117,9.993,1155.0
2021-11-29 20:00:00,40.69,52.81,104.5,99.973,0.036,814.0
2021-11-29 21:00:00,40.41,55.68,123.2,99.966,0.037,864.0
2021-11-29 22:00:00,42.51,50.99,106.6,99.976,0.041,1028.0
2021-11-29 23:00:00,33.9,52.72,82.3,99.93,0.02,991.0
