timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-02-27 00:00:00,35.5,52.04,127.1,99.973,0.033,1182.0
2021-02-27 01:00:00,31.34,57.67,140.5,99.904,0.015,1091.0
2021-02-27 02:00:00,32.04,56.97,127.7,99.929,0.035,1196.0
2021-02-27 03:00:00,37.79,52.49,132.0,99.978,0.048,1144.0
2021-02-27 04:00:00,31.14,58.88,105.8,99.903,0.013,1168.0
2021-02-27 05:00:00,32.53,50.01,134.9,99.931,0.049,1131.0
2021-02-27 06:00:00,42.84,54.82,136.4,99.921,0.029,1177.0
2021-02-27 07:00:00,32.73,55.05,113.3,99.926,0.036,1042.0
2021-02-27 08:00:00,37.36,54.41,123.4,99.991,0.028,1158.0
2021-02-27 09:00:00,35.78,58.36,143.0,99.915,0.024,1001.0
2021-02-27 10:00:00,32.36,57.43,84.2,99.997,0.037,816.0
2021-02-27 11:00:00,35.39,55.77,109.7,99.996,0.048,1189.0
2021-02-27 12:00:00,43.67,50.94,85.0,99.913,0.026,1108.0
2021-02-27 13:00:00,42.0,58.89,124.9,99.974,0.033,912.0
2021-02-27 14:00:00,43.14,55.21,133.4,99.919,0.043,941.0
2021-02-27 15:00:00,40.3,54.5,110.0,99.93,0.025,1095.0
2021-02-27 16:00:00,40.08,55.06,137.0,99.902,0.02,839.0
2021-02-27 17:00:00,39.3,50.39,113.0,99.924,0.047,1023.0
2021-02-27 18:00:00,37.84,59.54,123.9,99.957,0.023,971.0
2021-02-27 19:00:00,40.12,57.92,118.1,99.998,0.012,852.0
2021-02-27 20:00:00,30.43,56.38,105.4,99.956,0.036,1075.0
2021-02-27 21:00:00,43.83,57.29,138.0,99.999,0.016,947.0
2021-02-27 22:00:00,32.11,51.77,141.8,99.937,0.035,1040.0
2021-02-27 23:00:00,34.1,59.3,119.3,99.966,0.024,1079.0
