timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-12-26 00:00:00,31.68,56.22,142.8,99.99,0.011,842.0
2021-12-26 01:00:00,44.56,59.67,97.9,99.905,0.028,802.0
2021-12-26 02:00:00,44.68,50.04,145.1,99.93,0.045,823.0
2021-12-26 03:00:00,30.36,52.35,120.6,99.987,0.037,1171.0
2021-12-26 04:00:00,31.83,56.12,96.9,99.961,0.042,1007.0
2021-12-26 05:00:00,44.38,59.33,117.6,99.938,0.015,890.0
2021-12-26 06:00:00,35.67,58.75,84.6,99.909,0.049,1139.0
2021-12-26 07:00:00,39.05,59.19,145.8,99.991,0.05,870.0
2021-12-26 08:00:00,40.43,51.38,84.3,99.957,0.012,891.0
2021-12-26 09:00:00,35.27,54.75,106.2,99.973,0.038,1170.0
2021-12-26 10:00:00,37.66,52.16,98.0,99.92,0.021,811.0
2021-12-26 11:00:00,42.05,57.18,149.9,99.978,0.049,1007.0
2021-12-26 12:00:00,38.85,56.92,142.2,99.91,0.021,897.0
2021-12-26 13:00:00,33.31,50.83,115.7,99.975,0.045,1157.0
2021-12-26 14:00:00,79.53,53.72,925.0,98.564,2.015,1093.0
2021-12-26 15:00:00,84.92,59.72,1024.3,98.829,2.544,1123.0
2021-12-26 16:00:00,85.09,51.31,811.5,98.424,1.684,1129.0
2021-12-26 17:00:00,85.13,51.51,723.0,98.197,1.811,1170.0
2021-12-26 18:00:00,85.72,59.48,969.5,99.113,2.729,1011.0
2021-12-26 19:00:00,32.86,58.54,103.4,99.968,0.016,1023.0
2021-12-26 20:00:00,42.15,54.66,89.4,99.959,0.023,935.0
2021-12-26 21:00:00,34.38,57.75,80.3,99.978,0.017,1057.0
2021-12-26 22:00:00,34.21,57.43,121.3,99.924,0.034,1114.0
2021-12-26 23:00:00,32.11,51.46,99.8,99.953,0.047,979.0
