timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-10-23 00:00:00,44.46,51.49,145.3,99.978,0.047,986.0
2021-10-23 01:00:00,40.13,56.94,103.9,99.913,0.022,1176.0
2021-10-23 02:00:00,43.27,55.3,81.0,99.927,0.042,889.0
2021-10-23 03:00:00,32.46,56.72,81.1,99.985,0.041,1015.0
2021-10-23 04:00:00,33.65,53.31,144.8,99.924,0.045,818.0
2021-10-23 05:00:00,36.59,58.83,127.1,99.924,0.033,1200.0
2021-10-23 06:00:00,41.05,52.87,89.8,99.989,0.027,964.0
2021-10-23 07:00:00,34.05,55.32,115.2,99.994,0.032,975.0
2021-10-23 08:00:00,32.56,52.87,139.0,99.979,0.044,951.0
2021-10-23 09:00:00,38.7,57.92,110.6,99.951,0.026,939.0
2021-10-23 10:00:00,35.84,56.89,123.5,99.985,0.016,893.0
2021-10-23 11:00:00,44.3,54.93,130.2,99.931,0.042,1037.0
2021-10-23 12:00:00,95.05,59.89,1531.0,96.729,7.409,997.0
2021-10-23 13:00:00,92.59,52.33,2673.5,97.637,7.687,1062.0
2021-10-23 14:00:00,87.09,58.42,1584.8,97.618,9.19,1137.0
2021-10-23 15:00:00,43.01,53.76,91.6,99.994,0.049,1014.0
2021-10-23 16:00:00,34.84,55.97,131.5,99.951,0.036,836.0
2021-10-23 17:00:00,44.28,55.27,115.9,99.967,0.013,1050.0
2021-10-23 18:00:00,34.52,55.42,93.3,99.937,0.015,1025.0
2021-10-23 19:00:00,40.55,56.51,115.8,99.95,0.018,888.0
2021-10-23 20:00:00,32.66,58.26,92.2,99.986,0.029,848.0
2021-10-23 21:00:00,30.55,55.81,115.9,99.958,0.044,1190.0
2021-10-23 22:00:00,35.18,58.73,144.5,99.936,0.011,1058.0
2021-10-23 23:00:00,38.02,51.67,93.2,99.957,0.033,812.0
