timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-08-13 00:00:00,43.8,57.05,142.1,99.995,0.029,834.0
2021-08-13 01:00:00,41.86,53.99,99.4,99.907,0.036,1132.0
2021-08-13 02:00:00,38.25,55.36,80.7,99.906,0.013,919.0
2021-08-13 03:00:00,34.75,50.95,94.8,99.987,0.016,974.0
2021-08-13 04:00:00,36.41,53.49,124.4,99.969,0.032,1181.0
2021-08-13 05:00:00,34.42,53.83,143.1,99.909,0.022,946.0
2021-08-13 06:00:00,40.62,52.0,84.8,99.908,0.026,898.0
2021-08-13 07:00:00,38.81,52.15,94.4,99.917,0.022,1191.0
2021-08-13 08:00:00,34.29,50.49,92.5,99.904,0.03,1010.0
2021-08-13 09:00:00,33.09,52.9,98.9,99.978,0.031,978.0
2021-08-13 10:00:00,30.19,59.65,80.6,99.967,0.024,905.0
2021-08-13 11:00:00,31.86,58.32,137.7,99.944,0.025,919.0
2021-08-13 12:00:00,36.69,50.93,116.8,99.921,0.033,1144.0
2021-08-13 13:00:00,34.11,57.02,146.1,99.974,0.016,815.0
2021-08-13 14:00:00,36.15,52.25,86.6,99.967,0.045,1107.0
2021-08-13 15:00:00,41.39,53.29,135.5,99.985,0.031,881.0
2021-08-13 16:00:00,94.08,56.58,7198.8,85.422,10.283,941.0
2021-08-13 17:00:00,95.85,55.24,4472.0,83.234,23.623,1197.0
2021-08-13 18:00:00,94.69,52.62,8369.9,83.344,20.248,1061.0
2021-08-13 19:00:00,97.03,53.3,7783.1,89.197,18.171,936.0
2021-08-13 20:00:00,31.91,53.3,85.2,99.946,0.038,1175.0
2021-08-13 21:00:00,30.57,53.01,102.7,99.957,0.022,1015.0
2021-08-13 22:00:00,44.12,56.53,92.8,99.987,0.013,930.0
2021-08-13 23:00:00,32.55,52.43,89.4,99.997,0.045,958.0
