timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-02-03 00:00:00,39.98,52.83,91.0,99.963,0.013,1092.0
2021-02-03 01:00:00,35.97,55.44,145.3,99.934,0.011,1170.0
2021-02-03 02:00:00,32.78,57.6,99.7,99.963,0.043,845.0
2021-02-03 03:00:00,32.01,52.62,146.3,99.903,0.024,931.0
2021-02-03 04:00:00,34.56,57.43,100.6,99.961,0.039,926.0
2021-02-03 05:00:00,44.15,56.18,120.0,99.95,0.02,869.0
2021-02-03 06:00:00,36.6,53.96,148.9,99.938,0.03,849.0
2021-02-03 07:00:00,33.31,54.36,133.9,99.94,0.04,868.0
2021-02-03 08:00:00,37.08,54.23,136.2,99.96,0.029,1155.0
2021-02-03 09:00:00,41.71,59.93,123.8,99.925,0.036,1115.0
2021-02-03 10:00:00,40.5,53.39,124.1,99.989,0.017,969.0
2021-02-03 11:00:00,98.77,52.89,8179.9,80.654,21.403,982.0
2021-02-03 12:00:00,92.67,50.25,7361.4,84.963,16.265,1181.0
2021-02-03 13:00:00,96.77,53.12,4294.1,86.028,13.062,888.0
2021-02-03 14:00:00,94.74,58.82,4255.2,89.728,18.93,1121.0
2021-02-03 15:00:00,92.32,57.29,8533.3,88.757,21.978,1143.0
2021-02-03 16:00:00,92.38,59.65,7521.4,80.044,23.934,1160.0
2021-02-03 17:00:00,33.09,54.46,107.6,99.951,0.036,1185.0
2021-02-03 18:00:00,38.5,50.04,150.0,99.913,0.037,935.0
2021-02-03 19:00:00,31.5,54.77,124.1,99.934,0.018,889.0
2021-02-03 20:00:00,38.43,52.4,147.0,99.91,0.015,927.0
2021-02-03 21:00:00,34.75,55.39,127.7,99.943,0.045,1142.0
2021-02-03 22:00:00,40.49,56.0,142.1,99.982,0.012,1097.0
2021-02-03 23:00:00,42.51,51.33,131.2,99.912,0.026,1067.0
