timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-11-23 00:00:00,43.4,52.99,147.3,99.951,0.04,889.0
2021-11-23 01:00:00,36.97,55.88,90.1,99.99,0.036,1016.0
2021-11-23 02:00:00,36.82,51.97,90.4,99.99,0.019,914.0
2021-11-23 03:00:00,34.06,51.46,122.5,99.905,0.032,898.0
2021-11-23 04:00:00,44.96,53.88,136.4,99.972,0.02,804.0
2021-11-23 05:00:00,89.28,53.47,2895.9,97.531,7.308,1112.0
2021-11-23 06:00:00,86.56,59.79,2160.3,97.0,8.086,822.0
2021-11-23 07:00:00,88.96,51.67,2032.7,95.657,9.066,843.0
2021-11-23 08:00:00,86.07,53.38,2365.4,97.24,8.495,1004.0
2021-11-23 09:00:00,41.25,58.48,89.6,99.963,0.014,1030.0
2021-11-23 10:00:00,30.12,59.5,100.2,99.943,0.032,901.0
2021-11-23 11:00:00,35.33,54.31,110.2,99.943,0.017,1044.0
2021-11-23 12:00:00,38.23,53.17,123.5,99.962,0.019,1088.0
2021-11-23 13:00:00,44.56,58.01,132.5,99.905,0.039,1151.0
2021-11-23 14:00:00,32.16,55.99,128.0,99.924,0.018,1093.0
2021-11-23 15:00:00,32.05,59.29,102.4,99.961,0.032,1193.0
2021-11-23 16:00:00,35.17,57.74,93.7,99.986,0.018,1035.0
2021-11-23 17:00:00,31.51,58.66,108.5,99.991,0.015,1066.0
2021-11-23 18:00:00,35.88,51.86,105.2,99.9,0.013,974.0
2021-11-23 19:00:00,34.81,53.75,113.6,99.969,0.039,975.0
2021-11-23 20:00:00,39.39,58.92,126.6,99.902,0.022,1148.0
2021-11-23 21:00:00,30.49,51.45,88.7,99.998,0.037,980.0
2021-11-23 22:00:00,44.99,52.35,91.2,99.943,0.05,1181.0
2021-11-23 23:00:00,36.19,57.53,113.0,99.97,0.05,821.0
