timestamp,cpu_usage_pct,memory_usage_pct,latency_ms,availability_pct,error_rate_pct,traffic_rpm
2021-05-22 00:00:00,35.53,59.31,120.8,99.935,0.021,864.0
2021-05-22 01:00:00,88.82,53.87,2125.9,96.316,6.169,968.0
2021-05-22 02:00:00,86.5,57.1,2220.2,94.016,5.549,1075.0
2021-05-22 03:00:00,91.09,55.51,2895.5,95.109,8.686,980.0
2021-05-22 04:00:00,85.67,54.13,2013.6,97.527,7.492,849.0
2021-05-22 05:00:00,43.56,57.13,94.5,99.915,0.045,849.0
2021-05-22 06:00:00,33.64,56.92,113.0,99.977,0.035,938.0
2021-05-22 07:00:00,39.14,57.27,96.3,99.927,0.028,1105.0
2021-05-22 08:00:00,32.53,53.06,113.7,99.936,0.022,904.0
2021-05-22 09:00:00,43.96,51.64,110.4,99.91,0.036,962.0
2021-05-22 10:00:00,40.0,52.27,140.9,99.943,0.012,937.0
2021-05-22 11:00:00,39.57,57.42,106.9,99.957,0.044,1031.0
2021-05-22 12:00:00,34.58,53.78,137.5,99.914,0.018,1116.0
2021-05-22 13:00:00,39.34,50.62,99.0,99.913,0.046,945.0
2021-05-22 14:00:00,34.55,55.14,81.3,99.918,0.035,1079.0
2021-05-22 15:00:00,43.67,53.54,128.0,99.907,0.029,874.0
2021-05-22 16:00:00,35.79,56.51,122.7,99.928,0.047,1104.0
2021-05-22 17:00:00,40.42,52.59,107.5,99.922,0.018,1181.0
2021-05-22 18:00:00,36.24,59.68,103.2,99.914,0.015,975.0
2021-05-22 19:00:00,35.91,55.09,129.1,99.905,0.031,888.0
2021-05-22 20:00:00,44.18,52.38,119.8,100.0,0.024,1005.0
2021-05-22 21:00:00,33.24,51.35,129.6,99.962,0.012,1039.0
2021-05-22 22:00:00,33.44,58.28,141.4,99.928,0.025,1124.0
2021-05-22 23:00:00,32.17,52.44,92.4,99.943,0.045,839.0
